date,precipitation_mm,precipitation_efficiency_pct,sp_kg,gmh_kg,grid_area_m2
2025-10-20,0.00013920337656316315,0.004566572846796104,67827375.48362644,1485301510764.5542,487253809198.0115
2025-10-21,0.06376169718753553,1.3029428828939722,31068129835.556824,2384458309220.0684,487253809198.0115
2025-10-22,0.0682750302953306,2.048786248287986,33267268584.509468,1623754972599.4297,487253809198.0115
2025-10-23,0.03295841145270853,0.7566118831736108,16059111525.4476,2122503212358.7073,487253809198.0115
2025-10-24,0.020111426247072742,0.3555780349879443,9799369047.291061,2755898307279.6675,487253809198.0115
2025-10-25,0.000799390866081392,0.03930868601442162,389506244.5362557,990891032056.7653,487253809198.0115
2025-10-26,0.0,0.0,0.0,177837077908.50436,487253809198.0115
2025-10-27,0.0,0.0,0.0,179541997277.4087,487253809198.0115
2025-10-28,0.0995870201813565,2.0830879664323407,48524154930.0452,2329433788298.027,487253809198.0115
2025-10-29,0.04465955293440377,0.7554970598840635,21760537284.368465,2880294105672.3345,487253809198.0115
2025-10-30,0.0,0.0,0.0,729806294259.4377,487253809198.0115
2025-10-31,0.0,0.0,0.0,490417416600.05066,487253809198.0115
2025-11-01,0.0,0.0,0.0,72696394492.73811,487253809198.0115
2025-11-02,0.0,0.0,0.0,228947297964.1227,487253809198.0115
2025-11-03,0.0,0.0,0.0,146618238655.53796,487253809198.0115
2025-11-04,0.0,0.0,0.0,413780355997.2687,487253809198.0115
2025-11-05,3.0393908251336406,32.07086158527299,1480954757187.8535,4617757939711.576,487253809198.0115
2025-11-06,2.956425363462707,17.169917246940507,1440529519956.8196,8389845444441.536,487253809198.0115
2025-11-07,0.2910520674453361,5.340135221768392,141816228537.69656,2655667368863.629,487253809198.0115
2025-11-08,0.0,0.0,0.0,413621287482.3537,487253809198.0115
2025-11-09,0.012209656363747504,0.5326449886464513,5949201572.234713,1116916839366.6345,487253809198.0115
2025-11-10,0.0006286340583047564,0.039933783545511685,306304339.5005974,767030599921.7651,487253809198.0115
2025-11-11,0.002958043163414967,0.23692053436798308,1441317799.1460786,608354950317.407,487253809198.0115
2025-11-12,0.004285162510684317,0.8210888788566681,2087961756.363448,254291808125.6742,487253809198.0115
2025-11-13,0.0,0.0,0.0,329304494998.9257,487253809198.0115
2025-11-14,0.057467569123149265,1.843140094171151,28001291960.604507,1519216691620.857,487253809198.0115
2025-11-15,0.08429541356129788,1.6544295345189035,41073261355.66411,2482623798638.116,487253809198.0115
2025-11-16,0.0,0.0,0.0,847999422728.1222,487253809198.0115
2025-11-17,0.06849679468918865,3.766223558301433,33375324130.161293,886174801190.3352,487253809198.0115
2025-11-18,0.005875251068625271,0.41941529877780126,2862738463.1823506,682554611509.0519,487253809198.0115
2025-11-19,0.0005558070314949362,0.035824430202685616,270819093.2749468,755962039710.6681,487253809198.0115
2025-11-20,0.0,0.0,0.0,118848037961.36789,487253809198.0115
2025-11-21,9.161098998041917e-05,0.010335214164892019,44637803.832360104,431900134048.4218,487253809198.0115
2025-11-22,0.3312440273897167,6.441310367429319,161399914119.72992,2505700003773.3545,487253809198.0115
2025-11-23,0.595836164896683,8.815870105231042,290323441003.84326,3293191001437.0005,487253809198.0115
2025-11-24,0.010441156058724038,0.6247148184310486,5087493062.044184,814370479448.7285,487253809198.0115
2025-11-25,0.17635943887437397,2.8686331470856605,85931808379.56258,2995566319341.445,487253809198.0115
2025-11-26,0.3479880000677271,5.003499780388245,169558478588.1979,3388797562314.294,487253809198.0115
2025-11-27,0.01669649903678416,0.5184878728075639,8135432755.944012,1569069053031.3457,487253809198.0115
2025-11-28,0.026223380991808754,0.9453022667155451,12777442278.309544,1351677947700.7705,487253809198.0115
2025-11-29,0.056071956191731484,1.660086292025343,27321274243.60519,1645774341662.2407,487253809198.0115
2025-11-30,0.35369109233066526,6.388759450468518,172337332017.52222,2697508543773.4536,487253809198.0115
2025-12-01,0.001753248628945833,0.026064915516250575,854277072.9250481,3277497954644.955,487253809198.0115
2025-12-02,0.0,0.0,0.0,899405674402.5765,487253809198.0115
2025-12-03,0.0,0.0,0.0,1101755187624.4202,487253809198.0115
2025-12-04,0.0,0.0,0.0,1290389981408.038,487253809198.0115
2025-12-05,0.0,0.0,0.0,926603399008.4401,487253809198.0115
2025-12-06,0.0,0.0,0.0,733269363357.5935,487253809198.0115
2025-12-07,0.0,0.0,0.0,1591464588460.4607,487253809198.0115
2025-12-08,0.0,0.0,0.0,610697271368.922,487253809198.0115
2025-12-09,0.09311310964762047,2.542396139505123,45369717362.07519,1784525891032.3235,487253809198.0115
2025-12-10,0.04582051266367516,1.0349358814471843,22326219334.781445,2157256283699.621,487253809198.0115
2025-12-11,1.1995295587511046,10.610069739517867,584475346747.0856,5508685249920.372,487253809198.0115
2025-12-12,0.8673099356342436,11.893523603240407,422600069893.0674,3553194864623.0405,487253809198.0115
2025-12-13,0.0,0.0,0.0,513527977637.0889,487253809198.0115
2025-12-14,0.0,0.0,0.0,1385762493541.5054,487253809198.0115
2025-12-15,0.024813248440431496,0.535552651097249,12090349821.176865,2257546442241.6655,487253809198.0115
2025-12-16,0.0,0.0,0.0,637012404444.6268,487253809198.0115
2025-12-17,0.014216566505835257,0.4507248471428019,6927076183.685093,1536874709170.4944,487253809198.0115
2025-12-18,0.1910349119132744,1.9882795422994992,93082488519.54953,4681559435646.414,487253809198.0115
2025-12-19,0.16080319538736032,1.9895838874838552,78351969483.70343,3938108364095.768,487253809198.0115
2025-12-20,0.0,0.0,0.0,718649841382.6117,487253809198.0115
2025-12-21,0.08203268908589281,1.2001682589639766,39970740235.857414,3330428041011.635,487253809198.0115
2025-12-22,0.73442751177443,7.175229837887293,357852602691.90845,4987332960434.843,487253809198.0115
2025-12-23,0.0,0.0,0.0,636933626008.76,487253809198.0115
2025-12-24,0.0,0.0,0.0,152555889909.8076,487253809198.0115
2025-12-25,0.0360524818624934,1.0323084385042958,17566709118.54213,1701691903632.446,487253809198.0115
2025-12-26,0.0,0.0,0.0,1293154836152.525,487253809198.0115
2025-12-27,0.031558036596845904,1.1303866597180867,15376773542.623419,1360310952931.6558,487253809198.0115
2025-12-28,0.0,0.0,0.0,1554788451606.1582,487253809198.0115
2025-12-29,0.0,0.0,0.0,1791106859729.0562,487253809198.0115
2025-12-30,0.04095996851418705,0.7872047621639775,19957900683.168255,2535287086971.529,487253809198.0115
2025-12-31,0.0,0.0,0.0,1138747864753.272,487253809198.0115
